iter	Logloss
0	0.6790130219
1	0.6675953253
2	0.6540937065
3	0.6410623285
4	0.6305826683
5	0.6179101475
6	0.6076350284
7	0.5972777196
8	0.5869793661
9	0.5777977117
10	0.567502265
11	0.556226745
12	0.5461547187
13	0.5369496084
14	0.5265829954
15	0.5161783498
16	0.5074473916
17	0.4995828766
18	0.4904167608
19	0.4816621698
20	0.4727337402
21	0.4644732672
22	0.4570948632
23	0.448541242
24	0.4417940257
25	0.4342912843
26	0.4268635731
27	0.419860635
28	0.4132692559
29	0.4075405121
30	0.4006005541
31	0.3928695769
32	0.3855988562
33	0.3783028637
34	0.3715911771
35	0.3639593075
36	0.3586199467
37	0.3527637432
38	0.3457233279
39	0.3377091347
40	0.3318386686
41	0.3264350735
42	0.3188339847
43	0.3134242238
44	0.3061470508
45	0.301378773
46	0.2971491473
47	0.2921781197
48	0.2874890168
49	0.2828617882
50	0.2779265306
51	0.2734071304
52	0.2692706357
53	0.2647944956
54	0.2606673728
55	0.2563051181
56	0.2523991599
57	0.2490824652
58	0.2453266704
59	0.2417209661
60	0.2378240158
61	0.234512856
62	0.2310318345
63	0.2276348739
64	0.2244244192
65	0.2213474751
66	0.2173548707
67	0.2138628451
68	0.2109653315
69	0.2072545402
70	0.2039390998
71	0.2006657371
72	0.1982149869
73	0.1953715704
74	0.1912195267
75	0.1880567039
76	0.1855483244
77	0.183666082
78	0.181185317
79	0.1784185456
80	0.1755282851
81	0.1729562784
82	0.1696360085
83	0.1674957783
84	0.165361172
85	0.1632762401
86	0.1606918292
87	0.1580622825
88	0.1552529529
89	0.1527603009
90	0.1512114108
91	0.1492753626
92	0.147115332
93	0.1448456208
94	0.1428404773
95	0.1411230999
96	0.1381679398
97	0.1367065391
98	0.135016571
99	0.1333087602
100	0.1317383504
101	0.1299376102
102	0.1285331518
103	0.1267560097
104	0.1241509028
105	0.1226162134
106	0.1208411898
107	0.1192951867
108	0.1173246489
109	0.1149531723
110	0.1130512796
111	0.1116788964
112	0.1105593953
113	0.1083505155
114	0.1072659534
115	0.1059412021
116	0.1048161185
117	0.1035647833
118	0.1025807215
119	0.1012466541
120	0.1002026394
121	0.09869580464
122	0.09785506311
123	0.09677656111
124	0.09552958401
125	0.09456866039
126	0.09328689228
127	0.09219950409
128	0.09116911222
129	0.08997806468
130	0.08917821122
131	0.08834805546
132	0.08737377348
133	0.08620437621
134	0.08526854023
135	0.08453556713
136	0.08352840417
137	0.08233949779
138	0.08157737828
139	0.08075976234
140	0.07991448516
141	0.07905244408
142	0.07836111846
143	0.07774467456
144	0.07655763312
145	0.07553909582
146	0.0746103678
147	0.07380449023
148	0.07299864737
149	0.07235353298
150	0.0717318476
151	0.07088909332
152	0.07019848463
153	0.06966782517
154	0.06897768436
155	0.0684817395
156	0.06794030406
157	0.06704831221
158	0.06662675653
159	0.06609014266
160	0.0654853561
161	0.06495340599
162	0.06438779859
163	0.06390888826
164	0.06291335158
165	0.06221418326
166	0.06166920995
167	0.06112301903
168	0.06036940326
169	0.05962642924
170	0.05897162686
171	0.05849270071
172	0.057856385
173	0.05739492293
174	0.05687602557
175	0.05623081618
176	0.05564174804
177	0.05491023616
178	0.05439360021
179	0.05384867297
180	0.05330684555
181	0.05289172727
182	0.05256395332
183	0.05212468128
184	0.05168782184
185	0.05106912099
186	0.05071944751
187	0.04997339954
188	0.04958315452
189	0.04919720867
190	0.0486742265
191	0.04832113023
192	0.04796343059
193	0.04753967884
194	0.04714768932
195	0.04679857715
196	0.0464324223
197	0.04605198142
198	0.04571072591
199	0.04513243199
200	0.04478961259
201	0.04410703681
202	0.04377164737
203	0.043456233
204	0.04299521378
205	0.04276265161
206	0.04239048225
207	0.04205363145
208	0.0417285153
209	0.04122108989
210	0.04093792191
211	0.04065969859
212	0.04035807623
213	0.04008797465
214	0.03979465584
215	0.03933597159
216	0.03896675163
217	0.03871324025
218	0.03841746725
219	0.0378274908
220	0.03724958514
221	0.0370452853
222	0.03678464021
223	0.03646339469
224	0.03612688352
225	0.03593234046
226	0.03567531513
227	0.03545694451
228	0.03525816177
229	0.03503159779
230	0.03477284414
231	0.03456580941
232	0.03422111557
233	0.03398329172
234	0.03370722967
235	0.03334048004
236	0.03314207138
237	0.03276854618
238	0.03242546685
239	0.03220338641
240	0.03190287112
241	0.03170273774
242	0.03145922845
243	0.03122790084
244	0.03093332966
245	0.03070876057
246	0.03052878999
247	0.03031196672
248	0.03014798741
249	0.02992140471
250	0.02974439073
251	0.02942718563
252	0.02924074596
253	0.02901440053
254	0.0288265353
255	0.02851426658
256	0.02834201736
257	0.02801532994
258	0.02784768334
259	0.02764175323
260	0.02742448983
261	0.02731601982
262	0.02715470048
263	0.02704083771
264	0.02690362148
265	0.02668372369
266	0.02651546108
267	0.02620845243
268	0.02605559255
269	0.02592256733
270	0.02573739366
271	0.02556731691
272	0.02543489262
273	0.02515824692
274	0.0249900484
275	0.02481615723
276	0.02463223283
277	0.02444195571
278	0.02427699634
279	0.02414027289
280	0.02382155527
281	0.02357825162
282	0.0234382153
283	0.0233347255
284	0.02319530049
285	0.0230598951
286	0.02293109168
287	0.02283597079
288	0.02263946954
289	0.0225270629
290	0.02242401523
291	0.02231068437
292	0.02223890741
293	0.02211021683
294	0.02194841461
295	0.02184555419
296	0.02163059764
297	0.02151705725
298	0.02141244109
299	0.02131201756
300	0.02122706869
301	0.02113478805
302	0.02103119009
303	0.02091308234
304	0.02077436657
305	0.02064360949
306	0.02055727484
307	0.02047620758
308	0.02039423109
30309	0.019697459631310	0.019591718731311	0.01948216441
312	0.01929954468
313	0.01917493373
314	0.01903627995
315	0.0189350183
316	0.0188275662
317	0.01870531923
318	0.01860648406
319	0.01847793812
320	0.01840649265
321	0.0183171352
322	0.01822218687
323	0.01814227947
324	0.01805543731
325	0.01794733234
326	0.01789048309
327	0.0178045656
328	0.01772552851
329	0.01759834176
330	0.01752463235
331	0.01742321215
332	0.01732497419
333	0.01725174318
334	0.01719053736
335	0.01710346184
336	0.01703550656
337	0.01697091713
338	0.0168758439
339	0.01677912511
340	0.01663178003
341	0.01654945327
342	0.01644091857
343	0.01633500309
344	0.01629068282
345	0.01620502751
346	0.01606970709
347	0.01599089008
348	0.0159238893
349	0.01585274988
350	0.01578999241
351	0.01571358396
352	0.0156379498
353	0.01553758911
354	0.01543100265
355	0.01539894642
356	0.0153417772
357	0.0152589406
358	0.01518258137
359	0.01511746542
360	0.01505615443
361	0.01498453068
362	0.0149354781
363	0.01486171056
364	0.01479027717
365	0.01474518942
366	0.01466627447
367	0.01458735085
368	0.014503839
369	0.01445639161
370	0.01434218902
371	0.01430018453
372	0.01422744468
373	0.01417455694
374	0.01411390723
375	0.01406108092
376	0.01399517534
377	0.01393776678
378	0.0139037898
379	0.0138340386
380	0.01376596737
381	0.01371889267
382	0.01367553577
383	0.01362164338
384	0.01352860984
385	0.01347082832
386	0.01342829292
387	0.01339093107
388	0.01333338377
389	0.01328318638
390	0.01324442984
391	0.01313635299
392	0.01308396495
393	0.01304752143
394	0.01299982486
395	0.01295357349
396	0.01292189764
397	0.01285434368
398	0.01277906685
399	0.01272951989
400	0.0126998651
401	0.01265963348
402	0.01262145398
403	0.01254875085
404	0.01250909126
405	0.01247940545
406	0.01242607761
407	0.01236315812
408	0.01231879156
409	0.01227345835
410	0.01217422674
411	0.01210441128
412	0.01207153274
413	0.01200162094
414	0.01196516416
415	0.01192263692
416	0.01186873703
417	0.01182766156
418	0.01178035346
419	0.01174820855
420	0.01171904645
421	0.01168416781
422	0.01164881945
423	0.0116237961
424	0.01158633531
425	0.01155138042
426	0.0114910617
427	0.01145722411
428	0.01142238474
429	0.01139113123
430	0.01134053018
431	0.01126105482
432	0.01123385496
433	0.01114995501
434	0.01111230852
435	0.01108133474
436	0.01102524501
437	0.01098903791
438	0.01095615913
439	0.01091326554
440	0.01089241166
441	0.01086555417
442	0.01082055402
443	0.01079470794
444	0.01074722806
445	0.01071564561
446	0.01068001623
447	0.0106461968
448	0.0106176841
449	0.01059518799
450	0.01054727085
451	0.01051034828
452	0.0104781897
453	0.01044086868
454	0.01042581087
455	0.01038679338
456	0.01036353358
457	0.0103440304
458	0.01030392807
459	0.01027680529
460	0.01024737764
461	0.01020856266
462	0.0101634232
463	0.01013475509
464	0.01004387177
465	0.009988567434
466	0.009959090183
467	0.009937052292
468	0.009901353239
469	0.009876768966
470	0.009852864975
471	0.009832698182
472	0.009788190015
473	0.009752829552
474	0.00973366692
475	0.009703132918
476	0.009665802628
477	0.009612784049
478	0.00959259926
479	0.009555605828
480	0.0095301905
481	0.009496066166
482	0.009468064784
483	0.009435740722
484	0.009419984837
485	0.00939747521
486	0.009362038391
487	0.009348211287
488	0.009322398033
489	0.009294125174
490	0.009211000453
491	0.009186824368
492	0.00916212862
493	0.009137465757
494	0.009114819765
495	0.009092959205
496	0.009012218627
497	0.008983615731
498	0.008945289262
499	0.008921521942
500	0.008899434688
501	0.008876490055
502	0.008857821053
503	0.008841458913
504	0.008822881893
505	0.008807270043
506	0.008776303385
507	0.008755583522
508	0.008730203273
509	0.008709833126
510	0.008665516247
511	0.008642535636
512	0.008616907799
513	0.008598103795
514	0.008583107235
515	0.00854448022
516	0.008515230438
517	0.008474935285
518	0.008455248182
519	0.008433831299
520	0.00840811529
521	0.008392655799
522	0.008371343106
523	0.008352164249
524	0.008324333614
525	0.008301947499
526	0.008266046339
527	0.00824773147
528	0.008229546642
529	0.008208838978
530	0.008186921977
531	0.008155611281
532	0.00813492015
533	0.008066865172
534	0.008055217567
535	0.008022681905
536	0.008000697995
537	0.007934217111
538	0.007888318668
539	0.007859487004
540	0.0078383226
541	0.007810688177
542	0.007792012211
543	0.007769020357
544	0.007743939304
545	0.007718664084
546	0.007706824952
547	0.007678573398
548	0.007668879506
549	0.007654954645
550	0.007642745132
551	0.007612665711
552	0.007586382491
553	0.007572196896
554	0.007527531937
555	0.00750513776
556	0.007487117105
557	0.007466497723
558	0.007441492817
559	0.007430321622
